ID Sypanie,Obrazok,"Nazov (odstranit cisla, skonzistentnit a spresnit)",Kategoria (vybrat jedno z dodaneho zoznamu),Do nultej verzie,Otazka,Koncepty,Kapitola,Subkapitola,"Typ otazky (single choice, multi-choice, ano-nie, volny text,…)",Spravna odpoved,"Moznosti, ak boli k dispozicii",Obtiaznost (impossible/tazke/stredne/lahke/trivialne),XML,Pressman
540,resources/q-014mk.png,Nájdite chyby v diagrame modelu údajov,strukturne_modely,,"Nájdite chyby v diagrame na obrázku (Pre prípad, že predmet vyučuje vždy len jeden vyučujúci):","štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,vzťah medzi entitou Vyucujuci a Predmet je naopak;pri entite Predmet ma byt kardinalita 1 až N;identifikujúca činnosť má byť pri kardinalite N;,chýbajú zátvorky pre stereotyp ;<correct>vzťah medzi entitou Vyucujuci a Predmet je naopak</correct>;pri entite Vyucujuci ma byt kardinalita 0 až 1;pri entite Vyucujuci ma byt kardinalita 1 až 1;pri entite Vyucujuci ma byt kardinalita 1 až N;pri entite Predmet ma byt kardinalita 0 až 1;pri entite Predmet ma byt kardinalita 1 až 1;<correct>pri entite Predmet ma byt kardinalita 1 až N</correct>;<correct>identifikujúca činnosť má byť pri kardinalite N</correct>;cudzí kľúč mú byť v entite Vyucujuci;primárny kľúč je v entite Predmet zbytočný;,stredne,questions/psi-op-q-020mk.xml,
541,resources/q-003ok.png,Čo platí o sekvenčnom diagrame zabitia draka,modely_spravania,y,"Vyber, čo platí o diagrame na obrázku:","UML, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.01 Sekvenčný diagram,multi-choice,Správu findDragon() posiela objekt k sám sebe.;,"Diagram nepatrí medzi interakčné diagramy.;<correct>Správu findDragon() posiela objekt k sám sebe.</correct>;Diagram na obrázku je ekvivalentný s diagramom komunikácií, okrem väzieb medzi objektmi, ktoré druhý menovaný nemá.;Správa killDragon() je volaním, ktoré vytvorí objekt k.;Správa die() je návratovým volaním objektu d.;Iba jednému objektu nie je poslaný signál na zničenie.;",stredne,questions/psi-op-q-020ok.xml,
542,,Vzťahy v diagrame prípadov použitia,funkcionalne_modely,y,Ktoré vzťahy sa v diagrame prípadov použitia nepoužívajú?,"UML, diagram prípadov použitia, funkcionálny model, modelovanie",07 Funkcionálne modely,07.01 Model a diagram prípadov použitia,multi-choice,Use;Includes;Uses;Extends;,<correct>Use</correct>;Extend;<correct>Includes</correct>;Generalizácia;<correct>Uses</correct>;<correct>Extends</correct>;Include;,lahke,questions/psi-op-q-020pl.xml,
543,resources/q-015mk.png,Chyby v modeli údajov filmov,strukturne_modely,,"Nájdite chyby v diagrame na obrázku (Pre prípad, že uvažujeme celú kariéru herca a aj dokumentárne filmy, seriály a TV programy):","štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,vzťah medzi entitou Herec a Rola je naopak;chýba cudzí kľúč herecID vo väzobnej dátovej entite Rola;,chýbajú zátvorky pre stereotyp ;vzťah medzi entitou Film a Rola je naopak;<correct>vzťah medzi entitou Herec a Rola je naopak</correct>;vo väzobnej dátovej entite musí byť primárny kľúč;vo filme musí vystupovať nejaká postava;herec musí vystupovať v aspoň jednom filme;väzobná entita je zbytočná;identifikujúca činnosť má byť bližšie pri kardinalite 1;<correct>chýba cudzí kľúč herecID vo väzobnej dátovej entite Rola</correct>;chýba cudzí kľúč rolaID v entite Herec;primárny kľúč je v entite Herec zbytočný;,tazke,questions/psi-op-q-021mk.xml,
544,resources/q-006ok.png,Diagram komunikácií výťahu,modely_spravania,y,"Vyber, čo platí o diagrame na obrázku:","UML, diagram komunikácie, model správania, modelovanie",09 Modely správania,09.02 Diagram komunikácie,multi-choice,"Diagram na obrázku patrí medzi interakčné diagramy.;Keď dostane ovládanie výťahu signalizované, aká je požiadavka pasažiera, ako prvú vec dá okyn na rozsvietenie tlačidla.;Väzby medzi objektmi v diagrame nepodávajú žiadnu dodatočnú informáciu, o aký typ väzby ide.;","<correct>Diagram na obrázku patrí medzi interakčné diagramy.</correct>;Stavový diagram na obrázku je sémanticky ekvivalentný so sekvenčným diagramom.;Z diagramu vieme presne zistiť, medzi ktorými objektmi existujú väzby a akého typu.;<correct>Keď dostane ovládanie výťahu signalizované, aká je požiadavka pasažiera, ako prvú vec dá pokyn na rozsvietenie tlačidla.</correct>;<correct>Väzby medzi objektmi v diagrame nepodávajú žiadnu dodatočnú informáciu, o aký typ väzby ide.</correct>;",stredne,questions/psi-op-q-021ok.xml,
545,,Použitie diagramu činností,funkcionalne_modely,y,Na čo sa používa diagram činností?,"UML, diagram činností, funkcionálny model, modelovanie",,,multi-choice,Modelovanie tokov práce;Modelovanie operácií;,<correct>Modelovanie tokov práce</correct>;Modelovanie prechodov jedného objektu;<correct>Modelovanie operácií</correct>;Modelovanie činností programátorov;Modelovanie aktivít používateľov;,lahke,questions/psi-op-q-021pl.xml,
546,resources/q-016mk.png,Chyby v modeli údajov evidencie fotoaparátov,strukturne_modely,,Pre evidenciu rôznych typov fotoaparátov a ich fotiek bol navrhnutý logický model uvedený na obrázku. Nájdite chyby v logickom modely:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,vzťah medzi entitou Fotoaparat a Fotka je naopak;v entite Fotoaparat chýba primárny kľúč;v entite Fotka chýba primárny kľúč;,<correct>vzťah medzi entitou Fotoaparat a Fotka je naopak</correct>;vzťah medzi entitou Fotoaparat a Fotka má byť N:M;chýbajú zátvorky pre stereotyp ;<correct>v entite Fotoaparat chýba primárny kľúč</correct>;v entite Fotoaparat chýba cudzí kľúč entity Fotka;chýbajú údajové typy pre jednotlivé atribúty;<correct>v entite Fotka chýba primárny kľúč</correct>;v entite Fotka chýba cudzí kľúč entity Fotoaparat;identifikujúca činnosť má byť bližšie pri kardinalite 1;identifikujúca činnosť má byť v strede väzby;,stredne,questions/psi-op-q-022mk.xml,
547,resources/q-007ok.png,Čo platí pre sekvenčný diagram InputStreamov,modely_spravania,y,"Vyber, čo platí o diagrame na obrázku:","UML, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.01 Sekvenčný diagram,multi-choice,"Volanie readInt() vracia načítanú hodnotu int.;Volaním fill() objekt b volá sám seba.;Prerušovanou čiarou sú označené návratové volania.;Výsledkom zobrazeného procesu je prečítaná hodnotu typu int zo súboru.;Cyklus, v rámci ktorého sa opakovane volá read(buffer, pos, len), beží 1 až n-krát.;Volanie read() vracia načítanú hodnotu byte.;Správa new(f) je volaním, ktoré vytvorí nový objekt b.;","<correct>Volanie readInt() vracia načítanú hodnotu int.</correct>;Správa new(b) je volaním, ktoré vytvorí nový objekt - objekt b.;<correct>Volaním fill() objekt b volá sám seba.</correct>;Cyklus, v rámci ktorého sa opakovane volá read(buffer, pos, len), beží maximálne štyrikrát.;<correct>Prerušovanou čiarou sú označené návratové volania.</correct>;Volaním read() objekt b volá sám seba.;<correct>Výsledkom zobrazeného procesu je prečítaná hodnotu typu int zo súboru.</correct>;Volanie read() vracia načítanú hodnotu int.;<correct>Cyklus, v rámci ktorého sa opakovane volá read(buffer, pos, len), beží 1 až n-krát.</correct>;<correct>Volanie read() vracia načítanú hodnotu byte.</correct>;<correct>Správa new(f) je volaním, ktoré vytvorí nový objekt b.</correct>;",tazke,questions/psi-op-q-022ok.xml,
548,resources/q-009pl.png,Podmienka v diagrame činností varenia kávy,funkcionalne_modely,,Aká podmienka chýba?,"UML, diagram činností, funkcionálny model, modelovanie",07 Funkcionálne modely,07.02 Diagram aktivít,single-choice,Káva nájdená;,Káva došla;Vybrali sme kávu;Je iba čierna káva;Máme kávu;<correct>Káva nájdená</correct>;Je pokazený automat;,lahke,questions/psi-op-q-022pl.xml,
549,resources/q-017mk.png,Fyzický model údajov výstav galérií,strukturne_modely,,Pre evidenciu medzinárodných výstav v galérii rôznych svetových umelcov bol navrhnutý fyzický model uvedený na obrázku. Nájdite chyby vo fyzickom modely:,"štruktúrny diagram, diagram modelu údajov, model údajov, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,v entite Umelec chýba údajový typ pre primárny kľúč;pre entitu telefon_kontakt a fax_kontakt je lepšie použiť VARCHAR;cudzie kľúče nemajú údajový typ;,vzťah medzi entitou Umelec a Vystava je naopak;vzťah medzi entitou Galeria a Vystava je naopak;entita výstava je zbytočná;chýbajú zátvorky pre stereotyp ;<correct>v entite Umelec chýba údajový typ pre primárny kľúč</correct>;pre entity telefon_kontakt a fax_kontakt je lepšie použiť INTEGER;<correct>pre entitu telefon_kontakt a fax_kontakt je lepšie použiť VARCHAR</correct>;údajové typy pre jednotlivé atribúty namajú byť vo fyzickom modely;<correct>cudzie kľúče nemajú údajový typ</correct>;vo fyzickom modely sa nesmie zobrazovať príznak Nullable;,tazke,questions/psi-op-q-023mk.xml,
550,resources/q-005ok.png,Stavový diagram bankomatu,funkcionalne_modely,,"Vyber, čo platí o diagrame na obrázku:","UML, stavový diagram, model správania, modelovanie",07 Funkcionálne modely,07.02 Diagram aktivít,multi-choice,"Ošetrenie zadávania PIN kódu nie je dobre riešené, chýba úprava počítadla pokusov v prípade nesprávneho PIN kódu.;Vysúvanie karty sa deje vždy, bez ohľadu na to, či je výber úspešný, príde k chybe alebo používateľ zvolí zrušenie. Jedinou výnimkou je zadržanie karty v dôsledku príliš veľa nesprávnych pokusov.;","<correct>Ošetrenie zadávania PIN kódu nie je dobre riešené, chýba úprava počítadla pokusov v prípade nesprávneho PIN kódu.</correct>;Diagram zobrazuje interakcie, ku ktorým prichádza v rámci procesu výberu peňazí z bankomatu.;Vysúvanie karty sa deje vždy, bez ohľadu na to, či je výber úspešný, príde k chybe alebo používateľ zvolí zrušenie.;V prípade, že používateľ zvolí zrušenie vo fáze, kedy vyberá sumu, bankomat prejde do stavu Vysuvanie karty.;Funkcionálny model na obrázku zachytáva výber peňazí z bankomatu.;Začiatok životného cyklu iniciuje podmienka Vlozena karta.;Stavový diagram na obrázku patrí medzi interakčné modely.;V prípad, že kartu nemožno načítať, bude táto zadržaná.;<correct>Vysúvanie karty sa deje vždy, bez ohľadu na to, či je výber úspešný, príde k chybe alebo používateľ zvolí zrušenie. Jedinou výnimkou je zadržanie karty v dôsledku príliš veľa nesprávnych pokusov.</correct>;Diagram je nesprávny, pretože umožňuje výber sumy aj keď kartu neolo možné načítať.;",tazke,questions/psi-op-q-023ok.xml,
551,,Swimlanes - Diagram činností,funkcionalne_modely,y,Čo sú to swimlanes v diagrame činností?,"UML, diagram činností, funkcionálny model, modelovanie",07 Funkcionálne modely,07.02 Diagram aktivít,single-choice,Predstavujú hráčov;,Rovné čiary;Rovnaké rozostupy medzi jednotlivými činnostami v diagrame;To je len v plávaní;<correct>Predstavujú hráčov</correct>;Určujú hranice diagramu;,lahke,questions/psi-op-q-023pl.xml,
552,resources/q-018mk.png,Diagram tried kvetov,strukturne_modely,y,"Na obrázku je model opisujúci širšiu skupinu kvetín. Tento model je potrebné upraviť pre evidenciu tulipánov už v rozkvitnutom stave. Tulipán je trvalá cibulovitá kvetina, ktorá ma listy jednoduché, podlhovasté s pozdĺžnou žilnatinou. Kvet je pomerne veľký na vrchole stonky. Okvetie je zložené z 6 okvetných lístkov a plodom je tobolka. Aby model lepšie opisoval tulipán je potrebné urobiť nasledovné zmeny:","UML, štruktúrny diagram, diagram tried, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,kardinalitu väzby medzi entitou Koren a Stonka je potrebné zmeniť na 1:1;kardinalitu väzby medzi entitou Stonka a List je potrebné zmeniť na 1:1..*;kardinalitu väzby medzi entitou Stonka a Kvet je potrebné zmeniť na 1:1;,v modely je potrebné zmeniť kompozíciu za zoskupenie;šípky väzieb majú byť naopak;<correct>kardinalitu väzby medzi entitou Koren a Stonka je potrebné zmeniť na 1:1</correct>;kardinalitu väzby medzi entitou Koren a Stonka je potrebné zmeniť na 1:0..1;kardinalitu väzby medzi entitou Stonka a List je potrebné zmeniť na 1:1;<correct>kardinalitu väzby medzi entitou Stonka a List je potrebné zmeniť na 1:1..*</correct>;kardinalitu väzby medzi entitou Stonka a Kvet je potrebné zmeniť na 1:0..1;<correct>kardinalitu väzby medzi entitou Stonka a Kvet je potrebné zmeniť na 1:1</correct>;kardinalitu väzby medzi entitou Stonka a Kvet je potrebné zmeniť na 1:1..*;,tazke,questions/psi-op-q-024mk.xml,
553,,Typy správ sekvenčného diagramu,modely_spravania,y,Ktoré z nasledujúcich typov správ obsahuje sekvenčný diagram?,"UML, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.01 Sekvenčný diagram,multi-choice,asynchronous call;reply;create;destroy;,<correct>asynchronous call</correct>;aggregation;<correct>reply</correct>;loop;<correct>create</correct>;<correct>destroy</correct>;,stredne,questions/psi-op-q-024ok.xml,
554,,Fork - Diagram činností,funkcionalne_modely,y,Na čo slúži Fork v diagrame činností?,"UML, diagram činností, funkcionálny model, modelovanie",07 Funkcionálne modely,07.02 Diagram aktivít,single-choice,Umožnuje vytvorenie paralelných činností;,Rozdelenie činnosti na dve;Prepojenie dvoch rôznych tokov riadenia;<correct>Umožnuje vytvorenie paralelných činností</correct>;Rozdeľuje swimlanes;Na jedenie;,lahke,questions/psi-op-q-024pl.xml,
555,resources/q-019mk.png,Zovšeobecnenie v diagrame tried,strukturne_modely,y,Vyberte najlepšie zovšeobecnenie entít uvedených na obrázku pre evidenciu výsledkov v stávkovej kancelárii:,"UML, štruktúrny diagram, diagram tried, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,single-choice,SportovyZapas;,Sport;<correct>SportovyZapas</correct>;SportovePodujatie;SportovaDisciplina;,lahke,questions/psi-op-q-025mk.xml,
556,,Správne tvrdenia o sekvenčnom diagrame,modely_spravania,y,Ktoré z tvrdenie o sekvenčnom diagrame nie je správne?,"UML, sekvenčný diagram, model správania, modelovanie",09 Modely správania,09.01 Sekvenčný diagram,multi-choice,"V diagrame sú zachytené jednotlivé objekty bez správ, ktoré si posielajú(pre popis správ je nutné použiť iný diagram).;","Základnými entitami sú objekt a správa.;V diagrame sú zachytené jednotlivé objekty bez väzieb, ktoré sú medzi nimi(pre znázornenie väzieb je nutné použiť iný diagram).;<correct>V diagrame sú zachytené jednotlivé objekty bez správ, ktoré si posielajú(pre popis správ je nutné použiť iný diagram).</correct>;Je sémanticky ekvivalentný s diagramami komunikácií, ale neobsahuje vzťahy medzi objektmi.;Čas je samostatná dimenzia znázornená v grafe.;Znázorňuje interakcie medzi objektami v časovej postupnosti.;",lahke,questions/psi-op-q-025ok.xml,
557,,Ukončenie toku v diagrame činností,funkcionalne_modely,y,Koľko ukončovacích uzlov sa môže nachádzať v diagrame činností?,"UML, diagram činností, funkcionálny model, modelovanie",07 Funkcionálne modely,07.02 Diagram aktivít,single-choice,Ľubovoľný počet;,"Práve jeden;Ekvivalentný počet k počtu merge blokov;<correct>Ľubovoľný počet</correct>;Jeden hlavný a jeden vedľajší;Toľko, koľko je začiatočných uzlov;",lahke,questions/psi-op-q-025pl.xml,
558,resources/q-020mk.png,Úprava diagramu tried kruhu,strukturne_modely,y,"Potrebujeme vykresliť kruh, ktorý je definovný svojím stredom a polomerom. Pre vykreslenie je definovaná metóda paint(). Trieda Circle sa už viac nebude rozširovať. Navrhnutý model neumožňuje vykreslenie kruhu. Vyberte aké úpravy je potrebné spraviť z uvedených možností (Tak aby boli údaje čo najlepšie zapuzdrené):","UML, štruktúrny diagram, diagram tried, modelovanie",08 Štruktúrne modely,08.01 Model údajov a diagram tried,multi-choice,atribúty x a y majú mať modifikátor prístupu - protected;metódy getX() a getY() majú mať modifikátor prístupu - public;metódy getWidth() a getHeight() majú mať modifikátor prístupu - public;metóda paint() v triede Circle má mať modifikátor prístupu - public;,<correct>atribúty x a y majú mať modifikátor prístupu - protected</correct>;atribúty x a y majú mať modifikátor prístupu - public;atribúty x a y majú mať modifikátor prístupu - package;metódy getX() a getY() majú mať modifikátor prístupu - protected;<correct>metódy getX() a getY() majú mať modifikátor prístupu - public</correct>;metódy getX() a getY() majú mať modifikátor prístupu - package;<correct>metódy getWidth() a getHeight() majú mať modifikátor prístupu - public</correct>;metódy getWidth() a getHeight() majú mať modifikátor prístupu - private;metódy getWidth() a getHeight() majú mať modifikátor prístupu - package;metóda paint() v triede Shape nesmie byť abstraktná;<correct>metóda paint() v triede Circle má mať modifikátor prístupu - public</correct>;atribúty x a y majú mať modifikátor prístupu - package;atribút r má mať modifikátor prístupu - package;atribút r má mať modifikátor prístupu - protected;atribút r má mať modifikátor prístupu - public;,stredne,questions/psi-op-q-026mk.xml,
